2	90, 5, 3, 1, 1
2	70, 20, 5, 3, 2
2	90, 5, 3, 1, 1
26	90, 5, 3, 1, 1
26	90, 5, 3, 1, 1
26	90, 5, 3, 1, 1
30	70, 20, 5, 3, 2
30	90, 5, 3, 1, 1
30	90, 5, 3, 1, 1
37	90, 5, 3, 1, 1
37	20, 10, 5, 3, 2
37	90, 5, 3, 1, 1
59	90, 5, 3, 1, 1
59	20, 30, 40, 5, 5
59	90, 5, 3, 1, 1
65	90, 5, 3, 1, 1
65	70, 20, 5, 3, 2
65	70, 20, 5, 3, 2
66	90, 5, 3, 1, 1
66	90, 5, 3, 1, 1
66	90, 5, 3, 1, 1
84	90, 5, 3, 1, 1
84	90, 5, 3, 1, 1
84	90, 5, 3, 1, 1
86	70, 20, 5, 3, 2
86	90, 5, 3, 1, 1
86	90, 5, 3, 1, 1
90	90, 5, 3, 1, 1
90	90, 5, 3, 1, 1
90	80, 15, 5, 0, 0
97	90, 5, 3, 1, 1
97	90, 5, 3, 1, 1
97	90, 5, 3, 1, 1
101	90, 5, 3, 1, 1
101	90, 5, 3, 1, 1
101	90, 5, 3, 1, 1
149	90, 5, 3, 1, 1
149	90, 5, 3, 1, 1
149	90, 5, 3, 1, 1
151	90, 5, 3, 1, 1
151	90, 5, 3, 1, 1
151	90, 5, 3, 1, 1
158	90, 5, 3, 1, 1
158	90, 5, 3, 1, 1
158	90, 5, 3, 1, 1
168	90, 5, 3, 1, 1
168	90, 5, 3, 1, 1
168	90, 5, 3, 1, 1
183	90, 5, 3, 1, 1

The summary covers the main topic of two Manchester United fans spending the night in an Old Trafford toilet to see the game against Arsenal. However, it fails to mention key points such as the security sweep, the fact that they were found before the game, and the previous incident with a suspect package. The summary also presents the information in a slightly misleading way by implying they were trying to see the game, rather than being found before the game started. Overall, the summary lacks important details and context from the news article.
183	90, 5, 3, 1, 1
183	90, 5, 3, 1, 1
205	90, 5, 3, 1, 1
205	90, 5, 3, 1, 1
205	90, 5, 3, 1, 1
209	90, 5, 3, 1, 1
209	90, 5, 3, 1, 1
209	90, 5, 3, 1, 1
227	90, 5, 3, 1, 1
227	90, 5, 3, 1, 1
227	90, 5, 3, 1, 1
245	90, 5, 3, 1, 1
245	90, 5, 3, 1, 1
245	90, 5, 3, 1, 1
247	90, 5, 3, 1, 1
247	90, 5, 3, 1, 1
247	90, 5, 3, 1, 1
251	90, 5, 3, 1, 1
251	90, 5, 3, 1, 1
251	95, 3, 1, 0, 1
259	90, 5, 3, 1, 1
259	90, 5, 3, 1, 1
259	90, 5, 3, 1, 1
263	90, 5, 3, 1, 1
263	90, 5, 3, 1, 1
263	90, 5, 3, 1, 1
267	90, 5, 3, 1, 1
267	90, 5, 3, 1, 1
267	90, 5, 3, 1, 1
270	90, 5, 3, 1, 1
270	90, 5, 3, 1, 1
270	90, 5, 3, 1, 1
278	70, 20, 5, 3, 2
278	90, 5, 3, 1, 1
278	90, 5, 3, 1, 1
282	90, 5, 3, 1, 1
282	90, 5, 3, 1, 1
282	90, 5, 3, 1, 1
283	90, 5, 3, 1, 1
283	90, 5, 3, 1, 1
283	90, 5, 3, 1, 1
291	90, 5, 3, 1, 1
291	90, 5, 3, 1, 1
291	90, 5, 3, 1, 1
299	90, 5, 3, 1, 1
299	90, 5, 3, 1, 1
299	90, 5, 3, 1, 1
301	90, 5, 3, 1, 1
301	90, 5, 3, 1, 1
301	90, 5, 3, 1, 1
308	85, 10, 3, 1, 1
308	90, 5, 3, 1, 1
308	90, 5, 3, 1, 1
311	90, 5, 3, 1, 1
311	90, 5, 3, 1, 1
311	90, 5, 3, 1, 1
317	90, 5, 3, 1, 1
317	70, 20, 5, 3, 2
317	90, 5, 3, 1, 1
320	70, 20, 5, 3, 2
320	90, 5, 3, 1, 1
320	90, 5, 3, 1, 1
325	90, 5, 3, 1, 1
325	90, 5, 3, 1, 1
325	90, 5, 3, 1, 1
329	70, 20, 5, 3, 2
329	90, 5, 3, 1, 1
329	90, 5, 3, 1, 1
339	90, 5, 3, 1, 1
339	90, 5, 3, 1, 1
339	90, 5, 3, 1, 1
348	70, 20, 5, 3, 2
348	90, 5, 3, 1, 1
348	90, 5, 3, 1, 1
350	90, 5, 3, 1, 1
350	90, 5, 3, 1, 1
350	10, 5, 5, 3, 2
354	70, 20, 5, 3, 2
354	90, 5, 3, 1, 1
354	70, 20, 5, 3, 2
355	90, 5, 3, 1, 1
355	20, 5, 5, 3, 2
355	90, 5, 3, 1, 1
358	90, 5, 3, 1, 1

The summary covers the main topic of the article, which is the temporary closure and repair of the railway line due to a landslip. However, it lacks key points such as the specific date of closure and reopening, the location of the incident, and the warning of possible future closures for stabilisation work. The summary is somewhat clear but could be more detailed and provide a better overview of the article.
358	90, 5, 3, 1, 1
358	90, 5, 3, 1, 1
372	90, 5, 3, 1, 1
372	70, 20, 5, 3, 2
372	90, 5, 3, 1, 1
384	90, 5, 3, 1, 1
384	90, 5, 3, 1, 1
384	90, 5, 3, 1, 1
397	90, 5, 3, 1, 1
397	90, 5, 3, 1, 1
397	90, 5, 3, 1, 1
401	90, 5, 3, 1, 1
401	90, 5, 3, 1, 1
401	90, 5, 3, 1, 1
403	70, 20, 5, 3, 2
403	90, 5, 3, 1, 1
403	90, 5, 3, 1, 1
421	90, 5, 3, 1, 1
421	90, 5, 3, 1, 1
421	90, 5, 3, 1, 1
422	90, 5, 3, 1, 1
422	90, 5, 3, 1, 1
422	90, 5, 3, 1, 1
443	90, 5, 3, 1, 1
443	70, 20, 5, 3, 2
443	90, 5, 3, 1, 1
450	90, 5, 3, 1, 1
450	90, 5, 3, 1, 1
450	90, 5, 3, 1, 1
455	90, 5, 3, 1, 1
455	90, 5, 3, 1, 1
455	90, 5, 3, 1, 1
476	90, 5, 3, 1, 1
476	90, 5, 3, 1, 1
476	90, 5, 3, 1, 1
479	90, 5, 3, 1, 1
479	90, 5, 3, 1, 1
